name,record,height,weight,reach,stance,dob,slpm,str_ acc__%,sapm,str_ def_%,td avg.,td acc__%,td def__%,sub. avg.,cluster
Hermes Franca,Record: 24-17-0 (1 NC),167.64,70.31,180.34,Orthodox,"Aug 26, 1974",1.78,39,2.85,55,1.53,36,37,2.4,2
Drew McFedries,Record: 12-7-0,182.88,83.91,182.88,Unorthodox,"Jul 27, 1978",5.13,51,4.56,52,1.42,100,56,0.7,2
Roger Huerta,Record: 23-9-1 (1 NC),175.26,70.31,177.8,Orthodox,"May 20, 1983",3.64,36,2.33,56,2.13,46,52,0.5,2
Chris Wilson,Record: 18-10-0 (1 NC),185.42,77.11,190.5,Orthodox,"Jun 07, 1977",2.32,50,1.36,55,1.31,50,60,1.6,2
Justin McCully,Record: 11-5-2,185.42,102.06,185.42,Orthodox,"Feb 18, 1976",1.58,37,2.02,46,1.28,44,43,0.0,2
Marcus Aurelio,Record: 22-10-0,177.8,70.31,187.96,Orthodox,"Aug 18, 1973",1.42,33,2.27,59,1.69,27,27,1.3,1
Dan Cramer,Record: 11-4-0,187.96,77.11,192.97,Orthodox,"Oct 31, 1985",0.97,30,2.1,31,0.0,0,66,0.5,1
Danillo Villefort,Record: 15-5-0,185.42,83.91,190.29,Orthodox,"May 08, 1983",2.86,37,2.4,68,1.71,66,33,1.7,2
Jake O'Brien,Record: 15-4-0,190.5,92.99,193.04,Orthodox,"Sep 25, 1984",1.31,31,1.92,69,6.39,54,25,0.2,2
Mike Ciesnolevicz,Record: 19-4-0 (1 NC),182.88,106.59,187.6,Orthodox,"Oct 28, 1979",0.51,50,4.62,57,0.0,0,20,5.1,0
Frank Lester,Record: 11-6-0 (1 NC),180.34,77.11,184.92,Orthodox,"Jun 10, 1984",2.18,36,3.82,53,0.0,0,0,0.0,1
Cameron Dollar,Record: 11-5-0,180.34,70.31,184.92,Orthodox,"May 12, 1987",5.04,38,2.94,61,0.0,0,0,0.0,1
Dale Hartt,Record: 6-3-0,177.8,70.31,175.26,Orthodox,"Apr 04, 1979",1.14,35,1.55,66,1.22,100,25,2.5,2
Denis Stojnic,Record: 13-3-0 (1 NC),182.88,111.13,187.6,Orthodox,"Feb 02, 1980",1.51,23,6.06,36,0.0,0,80,1.0,1
Xavier Foupa-Pokam,Record: 32-22-0,185.42,83.91,190.29,Unorthodox,"Jul 03, 1982",1.47,43,2.5,49,0.0,0,16,0.0,1
Andre Gusmao,Record: 6-3-0,182.88,92.99,187.6,Orthodox,"May 19, 1977",2.79,43,3.28,60,0.0,0,60,0.0,1
Brandon Wolff,Record: 7-5-0,175.26,77.11,179.55,Orthodox,"Oct 18, 1975",0.47,33,10.91,19,0.0,0,0,0.0,1
David Kaplan,Record: 3-4-0,170.18,70.31,174.18,Orthodox,"Nov 16, 1979",2.88,46,4.32,67,4.88,43,0,0.7,2
David Bielkheden,Record: 24-12-0,177.8,70.31,180.34,Orthodox,"Jun 06, 1979",1.11,57,1.64,54,2.65,63,14,0.0,2
Ryo Chonan,Record: 22-13-0,175.26,77.11,177.8,Orthodox,"Oct 08, 1976",2.57,43,2.25,60,0.61,41,39,0.3,2
Carmelo Marrero,Record: 16-6-0 (1 NC),182.88,92.99,185.42,Orthodox,"Jan 26, 1981",0.84,34,2.04,54,3.21,36,36,0.9,2
Junie Browning,Record: 5-6-0,175.26,70.31,179.55,Orthodox,"May 12, 1984",3.76,48,1.76,66,3.53,66,0,3.5,0
Matt Horwich,Record: 30-25-1,185.42,83.91,190.29,Orthodox,"Oct 02, 1978",1.11,62,2.16,38,0.33,9,28,2.7,1
Jesse Sanders,Record: 23-7-0,182.88,77.11,187.6,Orthodox,--,0.0,0,6.45,35,0.0,0,50,0.0,1
Nissen Osterneck,Record: 12-4-0,187.96,83.91,192.97,Orthodox,"May 01, 1981",3.15,58,2.9,41,0.63,12,42,1.3,1
Joe Vedepo,Record: 18-9-0,182.88,83.91,187.6,Orthodox,--,1.43,42,5.71,38,1.07,20,0,0.0,1
Tim McKenzie,Record: 14-9-0,182.88,83.91,187.96,Orthodox,"Jul 21, 1982",1.37,54,2.96,44,0.0,0,28,2.1,1
Pete Sell,Record: 10-7-0,180.34,77.11,190.5,Orthodox,"Aug 05, 1982",2.6,42,3.65,51,0.91,21,47,0.9,1
Ryan Madigan,Record: 5-3-0,182.88,77.11,187.6,Orthodox,--,0.0,0,3.35,47,0.0,0,0,0.0,1
Jason Day,Record: 19-12-0,182.88,83.91,182.88,Orthodox,"May 19, 1981",3.61,54,3.46,47,1.13,100,0,0.0,2
Michael Patt,Record: 12-4-0,182.88,92.99,187.6,Orthodox,--,1.65,28,5.53,55,0.0,0,0,0.0,1
Brian Cobb,Record: 20-9-0,180.34,70.31,184.92,Orthodox,--,0.0,0,3.68,55,5.81,50,0,0.0,2
Per Eklund,Record: 14-5-1,177.8,70.31,182.88,Orthodox,--,2.07,61,2.38,67,2.07,11,50,3.6,0
Neil Grove,Record: 12-8-1,198.12,120.2,203.71,Orthodox,"Jan 18, 1971",0.0,0,0.0,0,0.0,0,100,14.3,0
Troy Mandaloniz,Record: 3-2-0,175.26,77.11,179.55,Orthodox,"Feb 01, 1980",3.52,56,4.71,63,3.1,66,57,0.0,2
Luigi Fioravanti,Record: 26-15-0,172.72,77.11,177.8,Orthodox,"Jan 22, 1981",2.23,42,2.21,69,3.76,63,67,0.9,2
Rich Clementi,Record: 45-23-1,175.26,70.31,182.88,Unorthodox,"Mar 31, 1976",1.43,37,2.29,60,1.72,42,25,1.1,2
Derek Downey,Record: 11-4-0,185.42,83.91,190.29,Orthodox,"Apr 27, 1980",0.32,100,3.36,12,2.4,16,0,0.0,1
Steve Bruno,Record: 15-6-0,177.8,77.11,182.24,Orthodox,"Nov 03, 1981",0.96,52,3.38,36,1.94,25,46,0.4,1
Akihiro Gono,Record: 35-21-8,170.18,77.11,172.72,Unorthodox,"Oct 07, 1974",2.18,48,2.67,63,1.01,84,46,0.5,2
Christian Wellisch,Record: 8-5-0,187.96,106.14,195.58,Orthodox,"Sep 13, 1975",3.12,27,3.04,56,1.22,42,45,1.2,2
Matt Arroyo,Record: 3-3-0,177.8,77.11,182.88,Orthodox,"Sep 01, 1982",1.62,47,2.01,58,2.12,36,100,5.3,0
Jeremy Horn,Record: 91-22-5 (1 NC),185.42,83.91,187.96,Orthodox,"Aug 25, 1975",1.19,39,1.99,55,1.83,38,29,1.1,2
Tom Egan,Record: 7-5-0,180.34,77.11,184.92,Orthodox,--,0.0,0,3.91,50,0.0,0,28,0.0,1
Alexandre Barros,Record: 22-11-0,175.26,77.11,179.55,Unorthodox,"Nov 19, 1976",0.98,40,4.05,36,1.84,50,100,0.0,2
Antonio Mendes,Record: 18-13-0,190.5,92.99,195.58,Unorthodox,"Apr 19, 1981",1.34,47,6.85,22,2.51,50,100,0.0,2
Ivan Serati,Record: 12-4-0,182.88,92.99,187.6,Orthodox,--,0.86,26,5.33,29,0.0,0,0,0.0,1
Nate Mohr,Record: 9-7-0,175.26,70.31,182.88,Orthodox,"Mar 03, 1983",3.79,41,2.5,74,0.45,50,71,0.0,4
Dean Lister,Record: 13-7-0,185.42,83.91,190.5,Orthodox,"Feb 13, 1976",1.26,35,1.89,61,1.58,15,50,1.1,1
Mike Wessel,Record: 15-8-0,182.88,117.93,187.6,Orthodox,"Dec 02, 1977",1.82,56,6.43,22,6.29,50,0,0.0,2
Reese Andy,Record: 7-3-0,182.88,92.99,187.6,Orthodox,"Mar 31, 1973",2.87,50,3.5,58,0.67,20,40,0.0,1
Dan Evensen,Record: 11-4-0,190.5,113.4,195.66,Orthodox,"Jun 01, 1974",0.27,10,3.86,38,0.0,0,0,4.0,0
Shane Primm,Record: 5-5-0,190.5,92.99,195.66,Orthodox,"Jul 30, 1984",0.83,26,2.25,62,1.78,20,0,0.0,1
Jules Bruchez,Record: 1-2-0,182.88,92.99,187.6,Unorthodox,"Aug 16, 1977",0.69,50,5.52,46,0.0,0,0,0.0,1
John Polakowski,Record: 2-2-0,177.8,70.31,182.24,Orthodox,"Jun 21, 1981",2.6,26,2.83,50,0.0,0,87,0.7,1
Nate Loughran,Record: 11-2-0,187.96,83.91,192.97,Orthodox,"Jul 28, 1980",1.81,40,4.11,59,0.0,0,0,2.1,1
Brodie Farber,Record: 16-7-0,185.42,77.11,190.29,Orthodox,"Jul 05, 1980",1.69,45,2.17,53,0.9,50,20,0.9,2
Johnny Rees,Record: 13-5-0 (1 NC),182.88,77.11,187.6,Orthodox,"Oct 21, 1982",3.29,64,0.84,47,1.15,25,50,0.0,2
Corey Hill,Record: 6-9-0,193.04,70.31,203.2,Orthodox,"Oct 03, 1978",3.57,46,1.61,70,3.02,80,100,0.0,2
Eddie Sanchez,Record: 15-8-0,187.96,104.33,187.96,Orthodox,"Nov 04, 1982",3.45,43,3.3,43,1.13,26,42,0.0,1
Josh Hendricks,Record: 19-11-0 (1 NC),187.96,106.59,192.97,Unorthodox,"Aug 28, 1976",0.98,20,11.8,29,0.0,0,0,0.0,1
Jorge Gurgel,Record: 14-10-0,170.18,70.31,175.26,Orthodox,"Jan 25, 1977",3.37,32,3.62,62,0.81,23,60,0.5,4
Alvin Robinson,Record: 15-9-0,175.26,70.31,172.72,Unorthodox,"Jul 16, 1982",1.57,50,1.29,51,1.24,50,25,1.2,2
Ryan Thomas,Record: 20-8-0,182.88,77.11,187.6,Orthodox,"Nov 05, 1984",2.01,36,4.17,30,5.59,33,0,2.2,0
Rameau Thierry Sokoudjou,Record: 18-18-0,177.8,92.99,198.12,Orthodox,"Apr 18, 1984",2.26,45,2.61,56,1.93,47,78,0.9,2
Neil Wain,Record: 13-4-0,177.8,109.77,182.24,Orthodox,--,2.64,50,8.57,43,0.0,0,50,0.0,1
Jess Liaudin,Record: 20-11-0,175.26,77.11,182.88,Orthodox,--,2.46,51,2.76,41,3.28,53,30,1.6,2
David Baron,Record: 17-4-1,167.64,70.31,171.5,Unorthodox,"Feb 15, 1973",1.17,30,2.1,56,0.0,0,14,0.7,1
Samy Schiavo,Record: 10-6-0,172.72,70.31,176.87,Orthodox,"Dec 24, 1975",1.68,34,2.62,38,0.94,50,66,0.9,2
Brad Morris,Record: 10-6-0,187.96,92.99,192.97,Orthodox,"Nov 01, 1979",0.5,62,6.95,27,0.0,0,0,0.0,1
Jason Lambert,Record: 26-13-0,190.5,83.91,190.5,Orthodox,"Jun 03, 1975",3.21,58,1.84,50,1.35,36,28,2.4,2
Heath Herring,Record: 28-16-0 (1 NC),193.04,113.4,198.12,Orthodox,"Mar 02, 1978",2.37,50,1.77,54,1.22,50,32,0.7,2
Luke Cummo,Record: 6-6-0,182.88,77.11,187.96,Orthodox,"Apr 27, 1980",1.74,43,1.5,59,0.89,55,42,1.4,2
Cale Yarbrough,Record: 8-3-0,185.42,83.91,190.29,Orthodox,"Dec 27, 1986",3.16,27,10.0,72,0.0,0,0,0.0,1
James Giboo,Record: 13-5-0,180.34,77.11,184.92,Orthodox,"Jan 06, 1978",1.2,27,7.08,39,0.0,0,0,0.0,1
Evan Tanner,Record: 32-8-0,182.88,83.91,187.96,Orthodox,"Feb 11, 1971",3.05,59,2.64,56,2.55,43,25,1.3,2
Dante Rivera,Record: 16-7-0,185.42,83.91,190.29,Unorthodox,"Dec 08, 1974",2.27,53,4.0,25,0.0,0,16,0.0,1
Marvin Eastman,Record: 18-15-1,175.26,83.91,185.42,Orthodox,"Jun 08, 1971",2.21,35,3.92,42,1.38,33,81,0.0,2
Rob Yundt,Record: 9-5-0,185.42,83.91,190.29,Orthodox,"May 05, 1980",1.37,41,2.55,31,2.94,100,0,0.0,2
Ivan Salaverry,Record: 14-9-0,182.88,83.91,187.6,Orthodox,"Jan 11, 1971",3.01,47,1.19,76,0.49,18,36,2.5,2
Kazuhiro Nakamura,Record: 21-13-0,180.34,92.99,177.8,Orthodox,"Jul 16, 1979",1.56,37,1.83,59,1.73,36,42,0.6,2
War Machine,Record: 14-5-0,180.34,77.11,184.92,Orthodox,"Nov 30, 1981",2.32,60,3.17,43,1.16,50,40,0.0,2
Jason Tan,Record: 5-3-0,177.8,77.11,182.24,Orthodox,"Dec 17, 1981",0.69,29,7.37,18,0.0,0,0,0.0,1
Travis Lutter,Record: 10-6-0,180.34,83.91,190.5,Orthodox,"May 12, 1973",0.41,32,2.42,42,1.95,24,30,0.7,1
Kalib Starnes,Record: 17-11-1,190.5,83.91,187.96,Orthodox,"Jan 06, 1975",2.71,48,4.43,53,1.46,33,25,0.6,1
Charles McCarthy,Record: 10-5-0,177.8,83.91,180.34,Orthodox,"Aug 06, 1980",0.18,12,4.03,56,2.67,60,0,2.7,0
Kuniyoshi Hironaka,Record: 23-9-0,177.8,76.2,177.8,Orthodox,"Jun 17, 1976",1.98,40,3.01,54,1.91,30,25,0.6,1
Din Thomas,Record: 26-9-0 (1 NC),175.26,70.31,179.55,Orthodox,"Sep 28, 1976",1.85,37,2.6,59,1.38,52,76,1.2,2
Ryan Roberts,Record: 21-12-1 (1 NC),167.64,70.31,171.5,Orthodox,"Jul 16, 1978",0.0,0,22.5,45,0.0,0,0,0.0,1
Jeff Cox,Record: 10-7-0,177.8,70.31,182.24,Orthodox,"Aug 02, 1968",0.56,25,1.69,33,4.23,50,80,0.0,2
Roman Mitichyan,Record: 8-3-0,177.8,77.11,182.24,Orthodox,"Sep 04, 1978",0.26,16,2.7,43,1.93,100,25,1.9,2
Tommy Speer,Record: 21-7-0,177.8,77.11,180.34,Orthodox,"Aug 20, 1984",2.56,51,5.12,35,2.02,33,33,0.0,1
John Halverson,Record: 16-8-0 (1 NC),175.26,70.31,179.55,Unorthodox,"Sep 08, 1972",2.94,43,5.29,47,0.0,0,66,2.0,1
Tim Sylvia,Record: 31-10-0 (1 NC),203.2,120.2,203.2,Orthodox,"Mar 05, 1976",4.23,41,2.61,61,0.11,100,75,0.1,2
David Heath,Record: 18-7-0,180.34,92.99,182.88,Orthodox,"Feb 10, 1976",1.48,30,5.16,49,0.33,50,57,1.0,1
Terry Martin,Record: 23-11-0,172.72,83.91,180.34,Orthodox,"Oct 10, 1980",2.82,43,3.13,54,3.1,42,92,0.0,2
Alberto Crane,Record: 15-5-0,165.1,70.31,168.81,Orthodox,"Jul 14, 1976",0.43,25,2.61,57,0.0,0,50,4.0,0
Joe Veres,Record: 4-3-0,170.18,70.31,174.18,Orthodox,"Nov 09, 1977",0.0,0,5.55,27,0.0,0,0,0.0,3
Colin Robinson,Record: 10-12-0,193.04,110.22,198.34,Orthodox,"Nov 27, 1968",6.19,69,7.91,37,2.58,100,50,5.2,0
James Lee,Record: 15-3-0 (1 NC),180.34,92.99,184.92,Unorthodox,"Sep 22, 1973",1.4,42,3.72,27,13.95,50,0,7.0,0
Jordan Radev,Record: 23-5-0,170.18,83.91,174.18,Unorthodox,"Sep 28, 1976",1.35,23,2.38,66,0.0,0,80,0.0,1
Tony DeSouza,Record: 11-4-0,182.88,77.11,177.8,Unorthodox,"Jul 26, 1974",1.12,52,1.57,41,2.25,42,40,1.5,2
Doug Evans,Record: 13-10-0,175.26,70.31,179.55,Orthodox,"Oct 10, 1980",1.79,35,2.55,55,3.19,83,69,0.6,2
Jared Rollins,Record: 8-4-0,175.26,77.11,179.55,Orthodox,"Jan 26, 1977",3.33,57,2.41,39,2.5,50,50,1.2,2
Billy Miles,Record: 2-2-0,177.8,77.11,182.24,Orthodox,"Apr 28, 1978",0.0,0,1.25,33,0.0,0,0,0.0,3
Dan Barrera,Record: 3-1-0,175.26,77.11,179.55,Orthodox,"Dec 23, 1980",0.8,70,1.2,28,1.0,8,0,0.0,1
Richie Hightower,Record: 8-4-0 (1 NC),172.72,77.11,176.87,Orthodox,"Nov 26, 1974",4.62,35,6.92,21,3.46,100,100,0.0,2
John Kolosci,Record: 15-9-0,180.34,83.91,184.92,Orthodox,"Nov 26, 1974",0.21,20,0.85,50,0.0,0,0,0.0,1
Dorian Price,Record: 8-5-0,190.5,77.11,195.66,Unorthodox,"Aug 20, 1977",0.0,0,0.0,0,0.0,0,0,0.0,3
Paul Georgieff,Record: 6-2-0,187.96,77.11,192.97,Orthodox,"Sep 22, 1982",2.55,40,2.34,35,0.0,0,0,0.0,1
Luke Caudillo,Record: 17-17-0,170.18,70.31,174.18,Orthodox,"Nov 30, 1980",1.97,28,5.07,55,0.44,20,85,0.0,1
Jason Black,Record: 23-4-1,172.72,70.31,176.87,Orthodox,"Jul 15, 1972",1.06,47,2.6,45,0.48,33,28,6.2,0
Diego Saraiva,Record: 22-20-1,167.64,70.31,171.5,Orthodox,"Apr 23, 1982",1.64,32,3.58,62,1.33,40,0,0.7,1
Scott Junk,Record: 8-3-1 (1 NC),185.42,120.2,190.29,Orthodox,"Dec 17, 1978",5.13,60,1.81,45,0.0,0,0,0.0,1
Edilberto de Oliveira,Record: 29-15-2,182.88,77.11,187.6,Orthodox,"Nov 22, 1982",4.12,32,6.79,61,0.0,0,0,0.0,1
Anthony Torres,Record: 5-3-0,172.72,77.11,176.87,Orthodox,"Jul 31, 1978",3.54,48,7.52,45,0.0,0,100,2.2,4
Renato Sobral,Record: 37-11-0,185.42,92.99,190.5,Orthodox,"Sep 07, 1975",2.23,45,1.53,57,2.48,42,65,2.6,2
Mike Nickels,Record: 9-5-0,193.04,92.99,198.34,Orthodox,"Dec 13, 1971",4.44,52,1.11,64,11.11,80,0,2.8,2
Jason Gilliam,Record: 14-9-0,182.88,77.11,187.6,Orthodox,--,0.79,33,3.14,42,0.0,0,0,0.0,1
Jens Pulver,Record: 27-19-1,170.18,65.77,177.8,Unorthodox,"Dec 06, 1974",2.12,37,3.13,56,0.22,33,63,0.3,1
Floyd Sword,Record: 12-3-0,182.88,83.91,187.6,Orthodox,"Aug 24, 1976",0.78,42,1.57,40,0.0,0,33,0.0,1
Brandon Melendez,Record: 25-25-0,180.34,70.31,184.92,Unorthodox,"Mar 24, 1983",0.84,26,0.56,63,0.0,0,25,0.0,1
Andy Wang,Record: 7-8-1 (1 NC),167.64,70.31,171.5,Orthodox,"May 28, 1977",3.43,36,10.29,62,0.0,0,0,0.0,1
Allen Berube,Record: 4-3-0,172.72,70.31,176.87,Orthodox,"Aug 25, 1974",0.92,80,0.92,33,6.87,100,0,3.4,0
Brian Geraghty,Record: 26-18-1,170.18,70.31,174.18,Orthodox,"Nov 04, 1980",0.47,25,9.77,36,0.0,0,50,0.0,1
Hector Ramirez,Record: 10-6-1,182.88,92.99,187.6,Orthodox,"Mar 28, 1976",2.27,41,4.6,56,2.3,55,66,0.5,2
Rory Singer,Record: 11-9-0,187.96,83.91,195.58,Orthodox,"May 28, 1976",2.55,39,2.42,63,0.39,25,64,0.8,1
Scott Smith,Record: 18-11-0 (1 NC),182.88,83.91,177.8,Orthodox,"May 21, 1979",1.9,27,5.87,50,0.12,6,58,0.5,1
Stevie Lynch,Record: 5-2-0,177.8,77.11,182.24,Orthodox,--,2.47,25,7.06,41,0.0,0,0,0.0,1
Pete Spratt,Record: 25-23-0,175.26,77.11,179.55,Orthodox,"Jan 09, 1971",1.63,48,1.33,55,0.3,100,46,0.3,2
Chad Reiner,Record: 33-18-0,180.34,77.11,184.92,Orthodox,"Jun 29, 1981",0.53,20,1.97,46,0.99,33,25,2.0,1
Sean Salmon,Record: 18-21-0,177.8,83.91,182.24,Unorthodox,"Sep 11, 1977",1.49,33,2.03,65,4.06,50,0,0.0,2
Elvis Sinosic,Record: 7-11-2,190.5,92.99,195.58,Orthodox,"Feb 13, 1971",1.13,37,4.6,53,0.0,0,0,1.2,1
Assuerio Silva,Record: 16-8-0 (1 NC),177.8,109.32,182.24,Orthodox,"Jun 18, 1974",1.42,46,4.2,54,2.66,34,25,1.8,2
David Lee,Record: 12-10-0,177.8,70.31,182.24,Orthodox,--,1.49,50,3.31,42,0.0,0,50,0.0,1
Victor Valimaki,Record: 18-10-0,182.88,92.99,187.6,Orthodox,--,3.94,30,2.99,67,0.9,14,0,0.0,1
Brad Imes,Record: 13-7-0,200.66,120.2,206.4,Orthodox,"Mar 13, 1977",2.73,31,4.24,49,1.72,71,0,1.0,2
Josh Haynes,Record: 14-11-0,175.26,77.11,179.55,Orthodox,"Jul 30, 1977",1.25,22,4.03,52,0.94,18,42,0.0,1
Dokonjonosuke Mishima,Record: 21-7-2,170.18,70.31,174.18,Unorthodox,"Apr 19, 1972",1.06,41,1.22,52,2.47,40,25,1.4,2
Drew Fickett,Record: 42-21-0,177.8,70.31,177.8,Orthodox,"Dec 14, 1979",2.33,41,2.29,57,1.3,35,30,2.2,2
Rex Holman,Record: 4-2-0,190.5,92.99,195.66,Unorthodox,--,2.75,34,7.25,40,0.0,0,100,0.0,4
Sam Hoger,Record: 10-4-0,187.96,92.99,192.97,Orthodox,"Jun 28, 1980",1.07,25,2.25,57,1.12,38,29,1.3,1
Chris Price,Record: 19-4-0,187.96,83.91,192.97,Unorthodox,"Nov 09, 1982",1.44,66,2.59,48,0.0,0,33,2.2,1
Ross Pointon,Record: 6-17-0,172.72,77.11,176.87,Orthodox,"Feb 18, 1980",2.62,23,2.77,58,1.19,100,0,0.0,2
Marcio Cruz,Record: 8-3-0,193.04,105.23,198.34,Orthodox,"Apr 24, 1978",2.92,46,1.51,68,0.53,7,37,1.6,1
Jeff Joslin,Record: 5-3-0,182.88,77.11,187.6,Orthodox,"Apr 30, 1975",2.17,39,1.57,65,0.5,33,64,0.5,2
Shonie Carter,Record: 51-31-7 (1 NC),177.8,77.11,182.24,Unorthodox,"May 03, 1972",1.62,36,2.32,47,0.75,66,75,0.0,2
Dave Menne,Record: 45-17-2,177.8,77.11,182.24,Orthodox,"Jul 29, 1974",1.84,44,1.99,42,0.46,50,57,2.5,2
Logan Clark,Record: 18-6-0,187.96,83.91,192.97,Orthodox,"Feb 16, 1985",2.2,54,1.49,53,0.31,100,30,2.1,2
Steve Byrnes,Record: 6-1-0,182.88,77.11,187.6,Orthodox,--,1.2,51,2.67,27,3.0,60,0,4.0,0
Jeff Monson,Record: 60-26-1,175.26,112.04,187.96,Orthodox,"Jan 18, 1971",0.97,30,2.87,59,1.06,12,66,0.7,1
Sherman Pendergarst,Record: 11-18-0 (1 NC),185.42,106.59,190.29,Orthodox,"Aug 01, 1967",1.23,36,3.08,16,4.62,100,0,0.0,2
Josh Shockman,Record: 6-3-0,193.04,106.59,198.34,Unorthodox,"Dec 29, 1980",0.87,32,0.87,58,0.0,0,23,0.0,1
Edwin DeWees,Record: 38-17-0 (1 NC),185.42,83.91,190.29,Orthodox,"Aug 07, 1982",1.53,33,6.19,39,2.18,66,0,3.3,0
Jeremy Jackson,Record: 9-5-0,177.8,77.11,182.24,Orthodox,"Sep 19, 1982",0.71,27,2.03,25,1.52,40,58,0.0,1
Gideon Ray,Record: 17-15-1,177.8,83.91,182.24,Unorthodox,"May 27, 1973",2.08,40,2.58,53,1.49,100,0,0.0,2
Justin James,Record: 13-7-0,177.8,70.31,182.24,Orthodox,"Nov 08, 1976",1.34,36,2.68,50,0.0,0,50,1.6,1
Ken Shamrock,Record: 28-17-2,185.42,92.99,182.88,Orthodox,"Feb 11, 1964",1.47,46,4.3,39,0.94,60,44,2.5,2
Crafton Wallace,Record: 18-6-1,182.88,83.91,187.6,Orthodox,"Nov 10, 1975",1.55,44,2.36,47,0.0,0,42,0.0,1
Mario Neto,Record: 13-5-0,182.88,103.87,187.6,Orthodox,--,1.89,50,1.89,70,2.84,100,0,0.0,2
Danny Abbadi,Record: 4-6-0,180.34,70.31,184.92,Orthodox,"Jul 03, 1983",3.29,38,4.41,57,0.0,0,77,0.0,4
Rob MacDonald,Record: 5-4-0,190.5,92.99,198.12,Orthodox,"Sep 05, 1978",1.8,50,2.04,46,7.19,80,80,5.4,0
Wes Combs,Record: 20-6-0,187.96,92.99,192.97,Orthodox,"Jun 18, 1973",2.14,48,4.73,45,0.0,0,0,0.0,1
Cory Walmsley,Record: 8-2-0,182.88,92.99,187.6,Orthodox,--,0.79,100,1.18,50,0.0,0,0,0.0,1
Yuki Sasaki,Record: 25-22-2,187.96,83.91,192.97,Orthodox,"Sep 12, 1976",1.09,43,1.2,57,0.43,100,66,0.0,2
Jason Von Flue,Record: 14-12-1,182.88,77.11,187.6,Orthodox,"Aug 01, 1975",1.89,36,3.23,52,0.62,16,58,1.5,1
Kristof Midoux,Record: 6-10-0,185.42,99.79,190.29,Orthodox,"Jul 30, 1974",0.7,43,2.89,49,0.0,0,0,0.0,1
Sammy Morgan,Record: 18-12-0,177.8,77.11,182.24,Orthodox,"Sep 28, 1981",1.05,22,3.74,40,1.43,20,0,0.5,1
Dan Christison,Record: 20-7-0,203.2,120.2,209.08,Orthodox,"Apr 26, 1972",4.23,51,3.88,54,0.0,0,37,1.1,1
Gilbert Aldana,Record: 6-2-0,185.42,113.4,190.29,Orthodox,"Aug 25, 1977",2.91,54,6.26,26,2.57,40,33,0.0,1
Branden Lee Hinkle,Record: 17-11-0 (1 NC),190.5,106.59,195.66,Orthodox,"Jul 29, 1973",2.61,69,3.91,26,4.34,57,66,4.3,0
Kristian Rothaermel,Record: 4-3-0,182.88,92.99,187.6,Unorthodox,"Jan 31, 1972",0.75,50,2.49,41,0.0,0,0,0.0,1
Justin Levens,Record: 10-7-0,180.34,83.91,184.92,Orthodox,"Apr 18, 1980",1.24,47,3.15,37,1.69,50,33,5.1,0
Solomon Hutcherson,Record: 11-7-0 (1 NC),180.34,83.91,184.92,Unorthodox,"Aug 31, 1972",2.59,39,2.59,64,3.53,100,0,0.0,2
Fabiano Scherner,Record: 11-10-0 (3 NC),190.5,116.57,195.66,Orthodox,"Jun 30, 1972",1.31,31,3.2,38,1.09,33,40,0.0,1
Rick Davis,Record: 3-1-1,175.26,70.31,179.55,Orthodox,--,3.09,50,6.19,64,0.0,0,0,0.0,1
Nick Thompson,Record: 38-14-1,185.42,77.11,187.96,Orthodox,"Jun 23, 1981",1.87,42,1.8,49,1.06,100,35,2.6,2
David Terrell,Record: 6-2-0,185.42,83.91,190.29,Unorthodox,"Jan 09, 1978",2.34,63,2.71,37,5.54,50,0,5.5,0
Derrick Noble,Record: 27-15-1,175.26,77.11,179.55,Unorthodox,"Aug 14, 1978",6.21,40,3.79,59,0.0,0,0,0.0,1
Ansar Chalangov,Record: 14-5-0,175.26,77.11,179.55,Orthodox,"Oct 30, 1979",0.68,66,1.69,54,0.0,0,0,7.6,0
Trevor Prangley,Record: 34-11-2,185.42,83.91,190.5,Orthodox,"Aug 24, 1972",2.59,60,2.02,48,3.38,55,74,1.0,2
Steve Vigneault,Record: 12-6-0,177.8,83.91,182.24,Orthodox,"Feb 14, 1978",2.19,28,5.75,44,0.0,0,100,0.0,1
Tom Murphy,Record: 8-0-0,187.96,102.97,192.97,Unorthodox,"Nov 19, 1974",2.5,71,0.17,84,7.51,85,0,2.5,2
Icho Larenas,Record: 6-5-0,190.5,106.59,195.66,Orthodox,"Mar 12, 1980",0.17,15,2.5,28,0.0,0,14,0.0,3
Justin Eilers,Record: 19-7-1,185.42,106.59,190.29,Orthodox,"Jun 28, 1978",2.86,43,5.66,49,0.82,25,50,0.0,1
Mike van Arsdale,Record: 8-5-0,187.96,92.99,192.97,Unorthodox,"Jun 20, 1965",1.52,41,1.91,41,1.06,14,37,0.0,1
Mike Whitehead,Record: 27-8-0,185.42,92.99,190.29,Orthodox,"Jun 29, 1981",1.62,33,2.36,59,3.59,43,77,0.3,2
Alex Karalexis,Record: 10-6-0,172.72,70.31,167.64,Orthodox,"Sep 20, 1977",2.57,42,2.39,54,2.7,45,86,0.9,2
Kevin Jordan,Record: 11-9-0,190.5,111.13,195.66,Orthodox,"Dec 31, 1970",2.0,40,1.91,55,0.0,0,77,0.6,1
