name,record,Height:,Weight:,Reach:,STANCE:,DOB:,SLpM:,Str. Acc.:,SApM:,Str. Def:,Unnamed: 11,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:,url
Darrill Schoonover,Record: 14-8-0,"6' 2""",220 lbs.,--,Orthodox,"Jul 18, 1985",1.2,33%,4.35,38%,,0.0,0%,50%,1.1,http://www.ufcstats.com/fighter-details/5a558ba1ff5e9121
Justin Wren,Record: 13-2-0,"6' 2""",265 lbs.,--,Orthodox,"Apr 27, 1987",3.43,35%,2.07,64%,,0.0,0%,100%,0.0,http://www.ufcstats.com/fighter-details/e78f601035d677f2
Jake Rosholt,Record: 12-5-0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,"Feb 09, 1982",2.68,53%,2.33,49%,,6.51,68%,0%,1.8,http://www.ufcstats.com/fighter-details/4f2fcbefb668689d
Brock Larson,Record: 42-10-0,"5' 11""",170 lbs.,"71""",Southpaw,"Aug 23, 1977",1.39,46%,1.5,55%,,2.67,34%,43%,2.0,http://www.ufcstats.com/fighter-details/5eedbf1e9601be35
Jason Dent,Record: 22-13-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 12, 1980",2.01,39%,3.7,62%,,0.0,0%,26%,1.4,http://www.ufcstats.com/fighter-details/fa8b9e6b0c2269f8
Denis Kang,Record: 35-16-2 (2 NC),"5' 11""",185 lbs.,"77""",Orthodox,"Sep 17, 1977",2.27,35%,1.65,67%,,2.51,65%,38%,1.2,http://www.ufcstats.com/fighter-details/3c241737a6069b9f
Rolando Delgado,Record: 11-6-1,"6' 3""",155 lbs.,"77""",Orthodox,"Nov 22, 1981",1.56,40%,1.83,62%,,1.17,22%,0%,3.5,http://www.ufcstats.com/fighter-details/37b1696e6d115957
Antoni Hardonk,Record: 8-6-0,"6' 4""",245 lbs.,"78""",Orthodox,"Feb 05, 1976",3.4,61%,3.07,46%,,0.0,0%,40%,0.9,http://www.ufcstats.com/fighter-details/69b69c0178c4004d
Razak Al-Hassan,Record: 13-5-0,"6' 2""",205 lbs.,--,Orthodox,"May 14, 1982",3.27,39%,3.14,60%,,0.65,14%,57%,0.0,http://www.ufcstats.com/fighter-details/38b50fd1e1b5b656
Hermes Franca,Record: 24-17-0 (1 NC),"5' 6""",155 lbs.,"71""",Orthodox,"Aug 26, 1974",1.78,39%,2.85,55%,,1.53,36%,37%,2.4,http://www.ufcstats.com/fighter-details/e0ec3c3b6b611f7e
Drew McFedries,Record: 12-7-0,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",5.13,51%,4.56,52%,,1.42,100%,56%,0.7,http://www.ufcstats.com/fighter-details/1fd4fbdcc67de844
Roger Huerta,Record: 23-9-1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 20, 1983",3.64,36%,2.33,56%,,2.13,46%,52%,0.5,http://www.ufcstats.com/fighter-details/daf1b84aebd6602b
Chris Wilson,Record: 18-10-0 (1 NC),"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,,1.31,50%,60%,1.6,http://www.ufcstats.com/fighter-details/a56607a451e4c70d
Justin McCully,Record: 11-5-2,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",1.58,37%,2.02,46%,,1.28,44%,43%,0.0,http://www.ufcstats.com/fighter-details/75f871836d41f90f
Marcus Aurelio,Record: 22-10-0,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,,1.69,27%,27%,1.3,http://www.ufcstats.com/fighter-details/04643fd03d9159cc
Dan Cramer,Record: 11-4-0,"6' 2""",170 lbs.,--,Orthodox,"Oct 31, 1985",0.97,30%,2.1,31%,,0.0,0%,66%,0.5,http://www.ufcstats.com/fighter-details/480b702debcb5433
Danillo Villefort,Record: 15-5-0,"6' 1""",185 lbs.,--,Orthodox,"May 08, 1983",2.86,37%,2.4,68%,,1.71,66%,33%,1.7,http://www.ufcstats.com/fighter-details/fd87b1bbfcde9d5e
Jake O'Brien,Record: 15-4-0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,31%,1.92,69%,,6.39,54%,25%,0.2,http://www.ufcstats.com/fighter-details/20bcc9966affb19c
Mike Ciesnolevicz,Record: 19-4-0 (1 NC),"6' 0""",235 lbs.,--,Orthodox,"Oct 28, 1979",0.51,50%,4.62,57%,,0.0,0%,20%,5.1,http://www.ufcstats.com/fighter-details/51b0bb73a1da34bc
Frank Lester,Record: 11-6-0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Jun 10, 1984",2.18,36%,3.82,53%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/edd8d5d8089a35f8
Cameron Dollar,Record: 11-5-0,"5' 11""",155 lbs.,--,Orthodox,"May 12, 1987",5.04,38%,2.94,61%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3bbcd63a016d9715
Dale Hartt,Record: 6-3-0,"5' 10""",155 lbs.,"69""",Orthodox,"Apr 04, 1979",1.14,35%,1.55,66%,,1.22,100%,25%,2.5,http://www.ufcstats.com/fighter-details/058e4e08a1ad8aba
Denis Stojnic,Record: 13-3-0 (1 NC),"6' 0""",245 lbs.,--,Orthodox,"Feb 02, 1980",1.51,23%,6.06,36%,,0.0,0%,80%,1.0,http://www.ufcstats.com/fighter-details/a421465acbe59c77
Xavier Foupa-Pokam,Record: 32-22-0,"6' 1""",185 lbs.,--,Open Stance,"Jul 03, 1982",1.47,43%,2.5,49%,,0.0,0%,16%,0.0,http://www.ufcstats.com/fighter-details/ec33146e43e58933
Andre Gusmao,Record: 6-3-0,"6' 0""",205 lbs.,--,Orthodox,"May 19, 1977",2.79,43%,3.28,60%,,0.0,0%,60%,0.0,http://www.ufcstats.com/fighter-details/cc300e9aa3063431
Brandon Wolff,Record: 7-5-0,"5' 9""",170 lbs.,--,Orthodox,"Oct 18, 1975",0.47,33%,10.91,19%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/aa79d5399571068e
David Kaplan,Record: 3-4-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 16, 1979",2.88,46%,4.32,67%,,4.88,43%,0%,0.7,http://www.ufcstats.com/fighter-details/5669b828e7e11329
David Bielkheden,Record: 24-12-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979",1.11,57%,1.64,54%,,2.65,63%,14%,0.0,http://www.ufcstats.com/fighter-details/1efa064872f089d0
Ryo Chonan,Record: 22-13-0,"5' 9""",170 lbs.,"70""",Orthodox,"Oct 08, 1976",2.57,43%,2.25,60%,,0.61,41%,39%,0.3,http://www.ufcstats.com/fighter-details/55a7b2d4e54ffac9
Carmelo Marrero,Record: 16-6-0 (1 NC),"6' 0""",205 lbs.,"73""",Orthodox,"Jan 26, 1981",0.84,34%,2.04,54%,,3.21,36%,36%,0.9,http://www.ufcstats.com/fighter-details/aa03a3ca00ac6827
Junie Browning,Record: 5-6-0,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984",3.76,48%,1.76,66%,,3.53,66%,0%,3.5,http://www.ufcstats.com/fighter-details/d74cba8566291bfa
Matt Horwich,Record: 30-25-1,"6' 1""",185 lbs.,--,Orthodox,"Oct 02, 1978",1.11,62%,2.16,38%,,0.33,9%,28%,2.7,http://www.ufcstats.com/fighter-details/049d698d773eb3e1
Jesse Sanders,Record: 23-7-0,"6' 0""",170 lbs.,--,Orthodox,--,0.0,0%,6.45,35%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/59aaf2730b84698a
Nissen Osterneck,Record: 12-4-0,"6' 2""",185 lbs.,--,Orthodox,"May 01, 1981",3.15,58%,2.9,41%,,0.63,12%,42%,1.3,http://www.ufcstats.com/fighter-details/d632d156c0549e07
Joe Vedepo,Record: 18-9-0,"6' 0""",185 lbs.,--,Orthodox,--,1.43,42%,5.71,38%,,1.07,20%,0%,0.0,http://www.ufcstats.com/fighter-details/d35c3ed553b71fa2
Tim McKenzie,Record: 14-9-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",1.37,54%,2.96,44%,,0.0,0%,28%,2.1,http://www.ufcstats.com/fighter-details/9ca265dfe8323db3
Pete Sell,Record: 10-7-0,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.6,42%,3.65,51%,,0.91,21%,47%,0.9,http://www.ufcstats.com/fighter-details/0359313549d230a1
Ryan Madigan,Record: 5-3-0,"6' 0""",170 lbs.,--,Orthodox,--,0.0,0%,3.35,47%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a8d521d913df4e31
Jason Day,Record: 19-12-0,"6' 0""",185 lbs.,"72""",Orthodox,"May 19, 1981",3.61,54%,3.46,47%,,1.13,100%,0%,0.0,http://www.ufcstats.com/fighter-details/a6fd2173d5e2d7f0
Michael Patt,Record: 12-4-0,"6' 0""",205 lbs.,--,Orthodox,--,1.65,28%,5.53,55%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/83d0de122f2f9664
Brian Cobb,Record: 20-9-0,"5' 11""",155 lbs.,--,Orthodox,--,0.0,0%,3.68,55%,,5.81,50%,0%,0.0,http://www.ufcstats.com/fighter-details/3138fab619faf4d1
Per Eklund,Record: 14-5-1,"5' 10""",155 lbs.,"72""",Orthodox,--,2.07,61%,2.38,67%,,2.07,11%,50%,3.6,http://www.ufcstats.com/fighter-details/58bc81376286b3d3
Neil Grove,Record: 12-8-1,"6' 6""",265 lbs.,--,Orthodox,"Jan 18, 1971",0.0,0%,0.0,0%,,0.0,0%,100%,14.3,http://www.ufcstats.com/fighter-details/36a432f22144843e
Troy Mandaloniz,Record: 3-2-0,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",3.52,56%,4.71,63%,,3.1,66%,57%,0.0,http://www.ufcstats.com/fighter-details/725a834930c2b5bf
Luigi Fioravanti,Record: 26-15-0,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981",2.23,42%,2.21,69%,,3.76,63%,67%,0.9,http://www.ufcstats.com/fighter-details/9583662df31d943f
Rich Clementi,Record: 45-23-1,"5' 9""",155 lbs.,"72""",Southpaw,"Mar 31, 1976",1.43,37%,2.29,60%,,1.72,42%,25%,1.1,http://www.ufcstats.com/fighter-details/7d21de9c6d7c98b2
Derek Downey,Record: 11-4-0,"6' 1""",185 lbs.,--,Orthodox,"Apr 27, 1980",0.32,100%,3.36,12%,,2.4,16%,0%,0.0,http://www.ufcstats.com/fighter-details/b05086131c6f5dc5
Steve Bruno,Record: 15-6-0,"5' 10""",170 lbs.,--,Orthodox,"Nov 03, 1981",0.96,52%,3.38,36%,,1.94,25%,46%,0.4,http://www.ufcstats.com/fighter-details/2f3f12002564bb55
Akihiro Gono,Record: 35-21-8,"5' 7""",170 lbs.,"68""",Switch,"Oct 07, 1974",2.18,48%,2.67,63%,,1.01,84%,46%,0.5,http://www.ufcstats.com/fighter-details/b2acebbef8da14ea
Christian Wellisch,Record: 8-5-0,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,,1.22,42%,45%,1.2,http://www.ufcstats.com/fighter-details/f1b2a4365799c48b
Matt Arroyo,Record: 3-3-0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,,2.12,36%,100%,5.3,http://www.ufcstats.com/fighter-details/de62052b2ede65ba
Jeremy Horn,Record: 91-22-5 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975",1.19,39%,1.99,55%,,1.83,38%,29%,1.1,http://www.ufcstats.com/fighter-details/8d26912cd2aeb366
Tom Egan,Record: 7-5-0,"5' 11""",170 lbs.,--,Orthodox,--,0.0,0%,3.91,50%,,0.0,0%,28%,0.0,http://www.ufcstats.com/fighter-details/eae4aec1a5a8ff01
Alexandre Barros,Record: 22-11-0,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,,1.84,50%,100%,0.0,http://www.ufcstats.com/fighter-details/8fd1f27e86661ede
Antonio Mendes,Record: 18-13-0,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",1.34,47%,6.85,22%,,2.51,50%,100%,0.0,http://www.ufcstats.com/fighter-details/3795fca327cbcf23
Ivan Serati,Record: 12-4-0,"6' 0""",205 lbs.,--,Orthodox,--,0.86,26%,5.33,29%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/b23fca14c7b79935
Nate Mohr,Record: 9-7-0,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",3.79,41%,2.5,74%,,0.45,50%,71%,0.0,http://www.ufcstats.com/fighter-details/04c15b52c3cc1cab
Dean Lister,Record: 13-7-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 13, 1976",1.26,35%,1.89,61%,,1.58,15%,50%,1.1,http://www.ufcstats.com/fighter-details/68c6cd5287b473a7
Mike Wessel,Record: 15-8-0,"6' 0""",260 lbs.,--,Orthodox,"Dec 02, 1977",1.82,56%,6.43,22%,,6.29,50%,0%,0.0,http://www.ufcstats.com/fighter-details/b51841e7c594090d
Reese Andy,Record: 7-3-0,"6' 0""",205 lbs.,--,Orthodox,"Mar 31, 1973",2.87,50%,3.5,58%,,0.67,20%,40%,0.0,http://www.ufcstats.com/fighter-details/46e2ca71fd5089cb
Dan Evensen,Record: 11-4-0,"6' 3""",250 lbs.,--,Orthodox,"Jun 01, 1974",0.27,10%,3.86,38%,,0.0,0%,0%,4.0,http://www.ufcstats.com/fighter-details/dd8aec6de7035943
Shane Primm,Record: 5-5-0,"6' 3""",205 lbs.,--,Orthodox,"Jul 30, 1984",0.83,26%,2.25,62%,,1.78,20%,0%,0.0,http://www.ufcstats.com/fighter-details/5114f1b5ad4cdf72
Jules Bruchez,Record: 1-2-0,"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977",0.69,50%,5.52,46%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d1dcd4e96464a53d
John Polakowski,Record: 2-2-0,"5' 10""",155 lbs.,--,Orthodox,"Jun 21, 1981",2.6,26%,2.83,50%,,0.0,0%,87%,0.7,http://www.ufcstats.com/fighter-details/b18fb36a4aa00093
Nate Loughran,Record: 11-2-0,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",1.81,40%,4.11,59%,,0.0,0%,0%,2.1,http://www.ufcstats.com/fighter-details/cbf94e4c4af4ff6d
Brodie Farber,Record: 16-7-0,"6' 1""",170 lbs.,--,Orthodox,"Jul 05, 1980",1.69,45%,2.17,53%,,0.9,50%,20%,0.9,http://www.ufcstats.com/fighter-details/91d73ee59347ac16
Johnny Rees,Record: 13-5-0 (1 NC),"6' 0""",170 lbs.,--,Orthodox,"Oct 21, 1982",3.29,64%,0.84,47%,,1.15,25%,50%,0.0,http://www.ufcstats.com/fighter-details/3ba3b5cc94498437
Corey Hill,Record: 6-9-0,"6' 4""",155 lbs.,"80""",Orthodox,"Oct 03, 1978",3.57,46%,1.61,70%,,3.02,80%,100%,0.0,http://www.ufcstats.com/fighter-details/abbc737317f66b81
Eddie Sanchez,Record: 15-8-0,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43%,3.3,43%,,1.13,26%,42%,0.0,http://www.ufcstats.com/fighter-details/7f0b4a75ef3039a3
Josh Hendricks,Record: 19-11-0 (1 NC),"6' 2""",235 lbs.,--,Southpaw,"Aug 28, 1976",0.98,20%,11.8,29%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7649c4c95b824488
Jorge Gurgel,Record: 14-10-0,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977",3.37,32%,3.62,62%,,0.81,23%,60%,0.5,http://www.ufcstats.com/fighter-details/04d5718ed2661e8c
Alvin Robinson,Record: 15-9-0,"5' 9""",155 lbs.,"68""",Southpaw,"Jul 16, 1982",1.57,50%,1.29,51%,,1.24,50%,25%,1.2,http://www.ufcstats.com/fighter-details/cbe79765d44bd172
Ryan Thomas,Record: 20-8-0,"6' 0""",170 lbs.,--,Orthodox,"Nov 05, 1984",2.01,36%,4.17,30%,,5.59,33%,0%,2.2,http://www.ufcstats.com/fighter-details/b732b326c362fb62
Rameau Thierry Sokoudjou,Record: 18-18-0,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,45%,2.61,56%,,1.93,47%,78%,0.9,http://www.ufcstats.com/fighter-details/d1152823307d7e7c
Neil Wain,Record: 13-4-0,"5' 10""",242 lbs.,--,Orthodox,--,2.64,50%,8.57,43%,,0.0,0%,50%,0.0,http://www.ufcstats.com/fighter-details/6b7bc7eaf2465387
Jess Liaudin,Record: 20-11-0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,51%,2.76,41%,,3.28,53%,30%,1.6,http://www.ufcstats.com/fighter-details/a8aba6fd8a463043
David Baron,Record: 17-4-1,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30%,2.1,56%,,0.0,0%,14%,0.7,http://www.ufcstats.com/fighter-details/80c0bed43da0e27b
Samy Schiavo,Record: 10-6-0,"5' 8""",155 lbs.,--,Orthodox,"Dec 24, 1975",1.68,34%,2.62,38%,,0.94,50%,66%,0.9,http://www.ufcstats.com/fighter-details/1208ffc5be6e31ad
Brad Morris,Record: 10-6-0,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979",0.5,62%,6.95,27%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6803d4d6908354ac
Jason Lambert,Record: 26-13-0,"6' 3""",185 lbs.,"75""",Orthodox,"Jun 03, 1975",3.21,58%,1.84,50%,,1.35,36%,28%,2.4,http://www.ufcstats.com/fighter-details/5be86bb2f78fef2f
Heath Herring,Record: 28-16-0 (1 NC),"6' 4""",250 lbs.,"78""",Orthodox,"Mar 02, 1978",2.37,50%,1.77,54%,,1.22,50%,32%,0.7,http://www.ufcstats.com/fighter-details/7450525c7ba032a0
Luke Cummo,Record: 6-6-0,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980",1.74,43%,1.5,59%,,0.89,55%,42%,1.4,http://www.ufcstats.com/fighter-details/93ce4ac89e3d7652
Cale Yarbrough,Record: 8-3-0,"6' 1""",185 lbs.,--,Orthodox,"Dec 27, 1986",3.16,27%,10.0,72%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/a0b91014e9d16a76
James Giboo,Record: 13-5-0,"5' 11""",170 lbs.,--,Orthodox,"Jan 06, 1978",1.2,27%,7.08,39%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/f74e037b97917027
Evan Tanner,Record: 32-8-0,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,,2.55,43%,25%,1.3,http://www.ufcstats.com/fighter-details/8f2d9ee27f206f1f
Dante Rivera,Record: 16-7-0,"6' 1""",185 lbs.,--,Southpaw,"Dec 08, 1974",2.27,53%,4.0,25%,,0.0,0%,16%,0.0,http://www.ufcstats.com/fighter-details/288aaa8f82040e02
Marvin Eastman,Record: 18-15-1,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971",2.21,35%,3.92,42%,,1.38,33%,81%,0.0,http://www.ufcstats.com/fighter-details/05866d8c3a321856
Rob Yundt,Record: 9-5-0,"6' 1""",185 lbs.,--,Orthodox,"May 05, 1980",1.37,41%,2.55,31%,,2.94,100%,0%,0.0,http://www.ufcstats.com/fighter-details/42078a86d3dd037b
Ivan Salaverry,Record: 14-9-0,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47%,1.19,76%,,0.49,18%,36%,2.5,http://www.ufcstats.com/fighter-details/394f55ebca199124
Kazuhiro Nakamura,Record: 21-13-0,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,37%,1.83,59%,,1.73,36%,42%,0.6,http://www.ufcstats.com/fighter-details/b034747dc1d15491
War Machine,Record: 14-5-0,"5' 11""",170 lbs.,--,Orthodox,"Nov 30, 1981",2.32,60%,3.17,43%,,1.16,50%,40%,0.0,http://www.ufcstats.com/fighter-details/cd7bafbeee1f29a0
Jason Tan,Record: 5-3-0,"5' 10""",170 lbs.,--,Orthodox,"Dec 17, 1981",0.69,29%,7.37,18%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ad3041e61896b975
Travis Lutter,Record: 10-6-0,"5' 11""",185 lbs.,"75""",Orthodox,"May 12, 1973",0.41,32%,2.42,42%,,1.95,24%,30%,0.7,http://www.ufcstats.com/fighter-details/622f015c81a9b13a
Kalib Starnes,Record: 17-11-1,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,48%,4.43,53%,,1.46,33%,25%,0.6,http://www.ufcstats.com/fighter-details/c8136ab8aa32c974
Charles McCarthy,Record: 10-5-0,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.18,12%,4.03,56%,,2.67,60%,0%,2.7,http://www.ufcstats.com/fighter-details/da97d6c97d09c030
Kuniyoshi Hironaka,Record: 23-9-0,"5' 10""",168 lbs.,"70""",Orthodox,"Jun 17, 1976",1.98,40%,3.01,54%,,1.91,30%,25%,0.6,http://www.ufcstats.com/fighter-details/9d4522df6fc49a47
Din Thomas,Record: 26-9-0 (1 NC),"5' 9""",155 lbs.,--,Orthodox,"Sep 28, 1976",1.85,37%,2.6,59%,,1.38,52%,76%,1.2,http://www.ufcstats.com/fighter-details/40a604761ca7d64d
Ryan Roberts,Record: 21-12-1 (1 NC),"5' 6""",155 lbs.,--,Orthodox,"Jul 16, 1978",0.0,0%,22.5,45%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/35dc6220b113b7ec
Jeff Cox,Record: 10-7-0,"5' 10""",155 lbs.,--,Orthodox,"Aug 02, 1968",0.56,25%,1.69,33%,,4.23,50%,80%,0.0,http://www.ufcstats.com/fighter-details/c9bbf1a0285a8076
Roman Mitichyan,Record: 8-3-0,"5' 10""",170 lbs.,--,Orthodox,"Sep 04, 1978",0.26,16%,2.7,43%,,1.93,100%,25%,1.9,http://www.ufcstats.com/fighter-details/2961be02cfb0d2c1
Tommy Speer,Record: 21-7-0,"5' 10""",170 lbs.,"71""",Orthodox,"Aug 20, 1984",2.56,51%,5.12,35%,,2.02,33%,33%,0.0,http://www.ufcstats.com/fighter-details/1411c630ba711b64
John Halverson,Record: 16-8-0 (1 NC),"5' 9""",155 lbs.,--,Southpaw,"Sep 08, 1972",2.94,43%,5.29,47%,,0.0,0%,66%,2.0,http://www.ufcstats.com/fighter-details/88c8f47241d90040
Tim Sylvia,Record: 31-10-0 (1 NC),"6' 8""",265 lbs.,"80""",Orthodox,"Mar 05, 1976",4.23,41%,2.61,61%,,0.11,100%,75%,0.1,http://www.ufcstats.com/fighter-details/2a542ee8a8b83559
David Heath,Record: 18-7-0,"5' 11""",205 lbs.,"72""",Orthodox,"Feb 10, 1976",1.48,30%,5.16,49%,,0.33,50%,57%,1.0,http://www.ufcstats.com/fighter-details/4f95f74620a6b7a4
Terry Martin,Record: 23-11-0,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",2.82,43%,3.13,54%,,3.1,42%,92%,0.0,http://www.ufcstats.com/fighter-details/6a92caba39b64752
Alberto Crane,Record: 15-5-0,"5' 5""",155 lbs.,--,Orthodox,"Jul 14, 1976",0.43,25%,2.61,57%,,0.0,0%,50%,4.0,http://www.ufcstats.com/fighter-details/25433871e4eee0f4
Joe Veres,Record: 4-3-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 09, 1977",0.0,0%,5.55,27%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c6d8ae3b016d5ad5
Colin Robinson,Record: 10-12-0,"6' 4""",243 lbs.,--,Orthodox,"Nov 27, 1968",6.19,69%,7.91,37%,,2.58,100%,50%,5.2,http://www.ufcstats.com/fighter-details/1a1a4d7a29041d77
James Lee,Record: 15-3-0 (1 NC),"5' 11""",205 lbs.,--,Southpaw,"Sep 22, 1973",1.4,42%,3.72,27%,,13.95,50%,0%,7.0,http://www.ufcstats.com/fighter-details/863d06a7ef8bc98c
Jordan Radev,Record: 23-5-0,"5' 7""",185 lbs.,--,Southpaw,"Sep 28, 1976",1.35,23%,2.38,66%,,0.0,0%,80%,0.0,http://www.ufcstats.com/fighter-details/45bc8f98d62bd096
Tony DeSouza,Record: 11-4-0,"6' 0""",170 lbs.,"70""",Southpaw,"Jul 26, 1974",1.12,52%,1.57,41%,,2.25,42%,40%,1.5,http://www.ufcstats.com/fighter-details/6ad9058b7c7898b0
Doug Evans,Record: 13-10-0,"5' 9""",155 lbs.,--,Orthodox,"Oct 10, 1980",1.79,35%,2.55,55%,,3.19,83%,69%,0.6,http://www.ufcstats.com/fighter-details/d3de4a24f7eefac8
Jared Rollins,Record: 8-4-0,"5' 9""",170 lbs.,--,Orthodox,"Jan 26, 1977",3.33,57%,2.41,39%,,2.5,50%,50%,1.2,http://www.ufcstats.com/fighter-details/c4b6099f0d25f75e
Billy Miles,Record: 2-2-0,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978",0.0,0%,1.25,33%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3c48019bc387b80c
Dan Barrera,Record: 3-1-0,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.8,70%,1.2,28%,,1.0,8%,0%,0.0,http://www.ufcstats.com/fighter-details/f12f979b657ab876
Richie Hightower,Record: 8-4-0 (1 NC),"5' 8""",170 lbs.,--,Orthodox,"Nov 26, 1974",4.62,35%,6.92,21%,,3.46,100%,100%,0.0,http://www.ufcstats.com/fighter-details/318e629d1eb7aa49
John Kolosci,Record: 15-9-0,"5' 11""",185 lbs.,--,Orthodox,"Nov 26, 1974",0.21,20%,0.85,50%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/5f6038bcdb95e3e4
Dorian Price,Record: 8-5-0,"6' 3""",170 lbs.,--,Southpaw,"Aug 20, 1977",0.0,0%,0.0,0%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ee4b670e159f4a33
Paul Georgieff,Record: 6-2-0,"6' 2""",170 lbs.,--,Orthodox,"Sep 22, 1982",2.55,40%,2.34,35%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/2f1700b3a4a09bc7
Luke Caudillo,Record: 17-17-0,"5' 7""",155 lbs.,--,Orthodox,"Nov 30, 1980",1.97,28%,5.07,55%,,0.44,20%,85%,0.0,http://www.ufcstats.com/fighter-details/68d76fd9ecf7431d
Jason Black,Record: 23-4-1,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972",1.06,47%,2.6,45%,,0.48,33%,28%,6.2,http://www.ufcstats.com/fighter-details/b2f743746e8dcfa2
Diego Saraiva,Record: 22-20-1,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,32%,3.58,62%,,1.33,40%,0%,0.7,http://www.ufcstats.com/fighter-details/4f4dac51adc1af4f
Scott Junk,Record: 8-3-1 (1 NC),"6' 1""",265 lbs.,--,Orthodox,"Dec 17, 1978",5.13,60%,1.81,45%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/ac70a4f1db1b8c40
Edilberto de Oliveira,Record: 29-15-2,"6' 0""",170 lbs.,--,Orthodox,"Nov 22, 1982",4.12,32%,6.79,61%,,0.0,0%,0%,0.0,http://www.ufcstats.com/fighter-details/afdb76fbd86f6d11
Anthony Torres,Record: 5-3-0,"5' 8""",170 lbs.,--,Orthodox,"Jul 31, 1978",3.54,48%,7.52,45%,,0.0,0%,100%,2.2,http://www.ufcstats.com/fighter-details/918d9d89d4d52acc
